Date,adj close,close,high,low,open,volume
2025-06-27,223.3000030517578,223.3000030517578,223.3000030517578,216.74000549316406,219.9199981689453,119217100
2025-06-30,219.38999938964844,219.38999938964844,223.82000732421875,219.1199951171875,223.52000427246094,58887800
2025-07-01,220.4600067138672,220.4600067138672,221.8800048828125,217.92999267578125,219.5,39256800
2025-07-02,219.9199981689453,219.9199981689453,221.60000610351562,219.05999755859375,219.72999572753906,30894200
2025-07-03,223.41000366210938,223.41000366210938,224.00999450683594,221.36000061035156,221.82000732421875,29632400
2025-07-07,223.47000122070312,223.47000122070312,224.2899932861328,222.3699951171875,223.0,36604100
2025-07-08,219.36000061035156,219.36000061035156,224.0,218.42999267578125,223.9199981689453,45692000
2025-07-09,222.5399932861328,222.5399932861328,224.2899932861328,220.47000122070312,221.07000732421875,38155100
2025-07-10,222.25999450683594,222.25999450683594,222.7899932861328,219.6999969482422,221.5500030517578,30370600
2025-07-11,225.02000427246094,225.02000427246094,226.67999267578125,222.3699951171875,223.5800018310547,50518300
2025-07-14,225.69000244140625,225.69000244140625,226.66000366210938,224.24000549316406,225.07000732421875,35702600
2025-07-15,226.35000610351562,226.35000610351562,227.27000427246094,225.4600067138672,226.1999969482422,34907300
2025-07-16,223.19000244140625,223.19000244140625,226.10000610351562,222.17999267578125,225.8800048828125,39535900
2025-07-17,223.8800048828125,223.8800048828125,224.5,222.50999450683594,223.32000732421875,31855800
2025-07-18,226.1300048828125,226.1300048828125,226.39999389648438,222.97999572753906,225.13999938964844,37833800
2025-07-21,229.3000030517578,229.3000030517578,229.69000244140625,225.64999389648438,225.83999633789062,40297600
2025-07-22,227.47000122070312,227.47000122070312,230.0,226.35000610351562,229.67999267578125,37483700
2025-07-23,228.2899932861328,228.2899932861328,228.7899932861328,227.08999633789062,228.47000122070312,28294900
2025-07-24,232.22999572753906,232.22999572753906,236.0,228.63999938964844,229.1699981689453,42902300
2025-07-25,231.44000244140625,231.44000244140625,232.47999572753906,231.17999267578125,232.22000122070312,28712100
2025-07-28,232.7899932861328,232.7899932861328,234.2899932861328,232.25,233.35000610351562,26300100
2025-07-29,231.00999450683594,231.00999450683594,234.72000122070312,230.30999755859375,234.14999389648438,33716200
2025-07-30,230.19000244140625,230.19000244140625,231.8000030517578,229.2899932861328,231.63999938964844,32993300
2025-07-31,234.11000061035156,234.11000061035156,236.52999877929688,231.39999389648438,235.77000427246094,104357300
2025-08-01,214.75,214.75,220.44000244140625,212.8000030517578,217.2100067138672,122258800
2025-08-04,211.64999389648438,211.64999389648438,217.44000244140625,211.4199981689453,217.39999389648438,77890100
2025-08-05,213.75,213.75,216.3000030517578,212.8699951171875,213.0500030517578,51505100
2025-08-06,222.30999755859375,222.30999755859375,222.64999389648438,213.74000549316406,214.6999969482422,54823000
2025-08-07,223.1300048828125,223.1300048828125,226.22000122070312,220.82000732421875,221.0,40603500
2025-08-08,222.69000244140625,222.69000244140625,223.8000030517578,221.8800048828125,223.13999938964844,32970500
2025-08-11,221.3000030517578,221.3000030517578,223.0500030517578,220.39999389648438,221.77999877929688,31646200
2025-08-12,221.47000122070312,221.47000122070312,223.5,219.0500030517578,222.22999572753906,37185800
2025-08-13,224.55999755859375,224.55999755859375,224.9199981689453,222.0,222.0,36508300
2025-08-14,230.97999572753906,230.97999572753906,233.11000061035156,227.02000427246094,227.39999389648438,61545800
2025-08-15,231.02999877929688,231.02999877929688,234.0800018310547,229.80999755859375,232.5800018310547,39649200
2025-08-18,231.49000549316406,231.49000549316406,231.91000366210938,228.3300018310547,230.22999572753906,25248900
2025-08-19,228.00999450683594,228.00999450683594,230.52999877929688,227.1199951171875,230.08999633789062,29891000
2025-08-20,223.80999755859375,223.80999755859375,227.27000427246094,220.9199981689453,227.1199951171875,36604300
2025-08-21,221.9499969482422,221.9499969482422,222.77999877929688,220.5,222.64999389648438,32140500
2025-08-22,228.83999633789062,228.83999633789062,229.13999938964844,220.82000732421875,222.7899932861328,37315300
2025-08-25,227.94000244140625,227.94000244140625,229.60000610351562,227.30999755859375,227.35000610351562,22633700
2025-08-26,228.7100067138672,228.7100067138672,229.0,226.02000427246094,227.11000061035156,26105400
2025-08-27,229.1199951171875,229.1199951171875,229.8699951171875,227.80999755859375,228.57000732421875,21254500
2025-08-28,231.60000610351562,231.60000610351562,232.7100067138672,228.02000427246094,229.00999450683594,33679600
2025-08-29,229.0,229.0,231.80999755859375,228.16000366210938,231.32000732421875,26199200
2025-09-02,225.33999633789062,225.33999633789062,226.1699981689453,221.8300018310547,223.52000427246094,38843900
2025-09-03,225.99000549316406,225.99000549316406,227.1699981689453,224.36000061035156,225.2100067138672,29223100
2025-09-04,235.67999267578125,235.67999267578125,235.77000427246094,230.77999877929688,231.19000244140625,59391800
2025-09-05,232.3300018310547,232.3300018310547,236.0,231.92999267578125,235.19000244140625,36721800
2025-09-08,235.83999633789062,235.83999633789062,237.60000610351562,233.75,234.94000244140625,33947100
2025-09-09,238.24000549316406,238.24000549316406,238.85000610351562,235.0800018310547,236.36000061035156,27033800
2025-09-10,230.3300018310547,230.3300018310547,237.67999267578125,229.10000610351562,237.52000427246094,60907700
2025-09-11,229.9499969482422,229.9499969482422,231.52999877929688,229.33999633789062,231.49000549316406,37485600
2025-09-12,228.14999389648438,228.14999389648438,230.7899932861328,226.2899932861328,230.35000610351562,38496200
2025-09-15,231.42999267578125,231.42999267578125,233.72999572753906,230.32000732421875,230.6300048828125,33243300
2025-09-16,234.0500030517578,234.0500030517578,235.89999389648438,232.22999572753906,232.94000244140625,38203900
2025-09-17,231.6199951171875,231.6199951171875,234.3000030517578,228.7100067138672,233.77000427246094,42815200
2025-09-18,231.22999572753906,231.22999572753906,233.47999572753906,228.7899932861328,232.5,37931700
2025-09-19,231.47999572753906,231.47999572753906,234.16000366210938,229.6999969482422,232.3699951171875,97943200
2025-09-22,227.6300048828125,227.6300048828125,230.57000732421875,227.50999450683594,230.55999755859375,45914500
2025-09-23,220.7100067138672,220.7100067138672,227.86000061035156,220.07000732421875,227.8300018310547,70956200
2025-09-24,220.2100067138672,220.2100067138672,224.55999755859375,219.4499969482422,224.14999389648438,49509000
2025-09-25,218.14999389648438,218.14999389648438,220.6699981689453,216.47000122070312,220.05999755859375,52226300
2025-09-26,219.77999877929688,219.77999877929688,221.0500030517578,218.02000427246094,219.0800018310547,41600900
